category,state,closed_at,opened_at,closed_by,number,sys_updated_by,location,assigned_to,caller_id,sys_updated_on,short_description,priority,assignement_group,user_satisfaction_score,rca_category,users_affected,estimated_cost,resolution_method
Hardware,Resolved,2023-03-03 22:24:21.666904166,2023-11-07 02:57:00,Charlie Whitherspoon,INC0000000097,employee,Australia,Beth Anglin,Bud Richman,2024-01-24 20:11:01.690566157,There was an issue,3 - Moderate,Hardware,5,Network Problem,475,14707.715783974723,Software Update
Database,Closed,2023-01-23 14:49:23.734002375,2023-11-07 19:50:00,Beth Anglin,INC0000000235,system,India,Charlie Whitherspoon,David Loo,2023-05-15 10:38:15.815796741,There was an issue,4 - Low,Database,4,Network Problem,690,23830.598554004944,Apply Patch
Software,Resolved,2023-10-03 08:53:36.796709606,2023-11-08 05:51:00,Howard Johnson,INC0000000159,system,Australia,Fred Luddy,ITIL User,2023-05-05 19:25:33.306689559,There was an issue,4 - Low,Software,3,User Error,252,3122.9827409057607,Restart Service
Software,Closed,2023-09-22 15:44:42.056556368,2023-11-08 19:58:00,Fred Luddy,INC0000000009,system,Canada,Howard Johnson,ITIL User,2023-08-22 04:24:28.410211673,There was an issue,2 - High,Software,5,User Error,787,72639.06910191636,Hardware Replacement
Inquiry / Help,Resolved,2023-02-19 05:46:55.363664679,2023-11-09 00:45:00,Luke Wilson,INC0000000320,admin,Canada,Beth Anglin,ITIL User,2023-12-14 06:24:13.933877695,There was an issue,1 - Critical,Inquiry / Help,2,Third-party Service Issue,612,28542.793305926665,Configuration Change
Inquiry / Help,Resolved,2023-10-01 22:54:51.030860190,2023-11-09 12:54:00,Beth Anglin,INC0000000467,employee,Australia,Howard Johnson,Bud Richman,2023-06-25 12:04:04.032337887,There was an issue,3 - Moderate,Inquiry / Help,4,Configuration Error,261,5514.508147014651,Software Update
Hardware,Closed,2023-03-14 22:49:22.720352152,2023-11-10 16:18:00,Fred Luddy,INC0000000253,admin,India,Howard Johnson,Bud Richman,2023-05-27 00:02:45.297437201,There was an issue,2 - High,Hardware,1,Hardware Failure,524,5343.838809556718,Hardware Replacement
Hardware,Resolved,2023-10-07 04:57:07.243553547,2023-11-11 21:57:00,Fred Luddy,INC0000000142,admin,India,Luke Wilson,Don Goodliffe,2023-02-05 14:01:58.932181130,There was an issue,4 - Low,Hardware,5,Software Bug,191,13561.491293296305,User Training
Network,Resolved,2023-07-14 06:35:05.209399792,2023-11-12 04:33:00,Luke Wilson,INC0000000300,admin,Canada,Fred Luddy,ITIL User,2023-05-30 11:21:04.259433606,There was an issue,1 - Critical,Network,2,Configuration Error,70,6622.866769196576,Configuration Change
Network,Closed,2023-10-09 10:00:05.170032833,2023-11-14 18:59:00,Fred Luddy,INC0000000012,employee,UK,Fred Luddy,Don Goodliffe,2023-04-25 04:21:38.122505056,There was an issue,4 - Low,Network,5,Third-party Service Issue,480,15214.473522752593,Software Update
Hardware,Resolved,2023-05-19 01:48:03.565852983,2023-11-14 19:32:00,Luke Wilson,INC0000000073,admin,United States,Charlie Whitherspoon,David Loo,2023-07-14 21:15:31.584390518,There was an issue,1 - Critical,Hardware,3,Configuration Error,915,31528.062224393943,Software Update
Database,Closed,2023-05-30 02:59:49.369927031,2023-11-15 07:35:00,Beth Anglin,INC0000000288,system,UK,Beth Anglin,David Loo,2023-09-30 16:57:13.076218110,There was an issue,1 - Critical,Database,2,Third-party Service Issue,706,62453.42770049889,Software Update
Network,Closed,2023-06-01 13:53:33.745863862,2023-11-15 19:05:00,Charlie Whitherspoon,INC0000000019,system,Australia,Charlie Whitherspoon,Bud Richman,2023-05-27 02:04:45.048501853,There was an issue,1 - Critical,Network,2,Software Bug,688,54512.3910995198,Hardware Replacement
Hardware,Resolved,2024-01-01 04:47:56.741681309,2023-11-17 07:33:00,Luke Wilson,INC0000000406,employee,UK,Luke Wilson,Bud Richman,2023-08-19 05:22:39.220366354,There was an issue,3 - Moderate,Hardware,2,Hardware Failure,327,17327.313654300557,Apply Patch
Hardware,Resolved,2023-08-02 12:16:09.558065832,2023-11-17 11:41:00,Fred Luddy,INC0000000200,system,India,Fred Luddy,ITIL User,2023-02-19 11:12:41.587556967,There was an issue,3 - Moderate,Hardware,1,Hardware Failure,603,26851.392350999256,Restart Service
Software,Resolved,2023-03-19 18:35:49.186969810,2023-11-18 02:05:00,Fred Luddy,INC0000000067,system,Australia,Fred Luddy,David Loo,2023-03-10 09:09:00.000000000,There was an issue,3 - Moderate,Software,4,Network Problem,694,6960.9040864753615,Hardware Replacement
Database,Closed,2023-07-26 17:51:52.767336231,2023-11-19 02:52:00,Charlie Whitherspoon,INC0000000230,system,Australia,Luke Wilson,David Loo,2023-09-03 02:19:00.000000000,There was an issue,3 - Moderate,Database,3,Network Problem,976,84732.02217066575,User Training
Database,Resolved,2023-09-05 02:07:43.113682721,2023-11-19 11:06:00,Beth Anglin,INC0000000201,admin,Australia,Beth Anglin,David Loo,2023-11-19 06:43:16.486790150,There was an issue,3 - Moderate,Database,1,Network Problem,444,44149.16527297961,Restart Service
Database,Closed,2023-11-07 22:41:41.858766805,2023-11-21 04:00:00,Fred Luddy,INC0000000166,system,United States,Howard Johnson,Don Goodliffe,2024-01-29 03:16:08.014433635,There was an issue,3 - Moderate,Database,4,Network Problem,787,18982.46221923584,Apply Patch
Hardware,Closed,2023-11-23 08:35:34.467772083,2023-11-22 08:43:00,Charlie Whitherspoon,INC0000000416,system,Australia,Charlie Whitherspoon,ITIL User,2023-07-23 19:05:17.533035942,There was an issue,2 - High,Hardware,5,User Error,645,28590.52797089107,Hardware Replacement
Software,Resolved,2023-04-13 12:12:50.918205479,2023-11-23 08:47:00,Beth Anglin,INC0000000226,employee,India,Fred Luddy,David Loo,2023-04-13 02:17:59.600859991,There was an issue,1 - Critical,Software,5,Third-party Service Issue,567,39256.73954391317,Configuration Change
Database,Closed,2023-05-05 01:59:48.858836394,2023-11-23 15:24:00,Luke Wilson,INC0000000024,employee,UK,Howard Johnson,Don Goodliffe,2023-10-16 11:37:53.443608066,There was an issue,3 - Moderate,Database,2,Configuration Error,102,5999.503518649016,Hardware Replacement
Network,Closed,2023-05-19 04:22:50.443252112,2023-11-24 19:27:00,Howard Johnson,INC0000000328,employee,Canada,Charlie Whitherspoon,ITIL User,2023-08-04 22:43:36.252615961,There was an issue,4 - Low,Network,2,Software Bug,861,34693.722327589865,User Training
Software,Closed,2023-07-19 14:54:49.403388921,2023-11-27 20:26:00,Luke Wilson,INC0000000365,system,United States,Charlie Whitherspoon,Bud Richman,2023-07-01 09:46:55.866723604,There was an issue,2 - High,Software,1,Software Bug,979,38015.31742339015,User Training
Hardware,Resolved,2023-12-05 02:10:03.357753705,2023-11-28 06:30:00,Howard Johnson,INC0000000319,employee,United States,Howard Johnson,ITIL User,2023-12-15 03:54:00.000000000,There was an issue,1 - Critical,Hardware,5,Network Problem,424,40819.102382046374,Hardware Replacement
Database,Closed,2023-12-19 02:53:45.256687900,2023-11-29 01:39:00,Luke Wilson,INC0000000028,admin,UK,Charlie Whitherspoon,Don Goodliffe,2023-01-06 16:52:00.000000000,There was an issue,2 - High,Database,2,Configuration Error,136,6058.146314026443,Restart Service
Hardware,Resolved,2023-07-23 19:05:17.533035942,2023-11-29 07:33:00,Charlie Whitherspoon,INC0000000221,admin,UK,Beth Anglin,Don Goodliffe,2023-08-13 15:36:00.000000000,There was an issue,2 - High,Hardware,2,Software Bug,28,1679.2889560149238,User Training
Network,Closed,2023-10-18 21:50:20.165772966,2023-11-30 04:31:00,Beth Anglin,INC0000000412,employee,United States,Beth Anglin,Don Goodliffe,2023-10-02 19:11:48.163774968,There was an issue,4 - Low,Network,2,Configuration Error,384,30914.991170981484,Software Update
Hardware,Resolved,2023-10-16 08:25:44.792483730,2023-12-01 04:34:00,Fred Luddy,INC0000000114,admin,Australia,Luke Wilson,ITIL User,2023-07-28 21:34:00.908307924,There was an issue,4 - Low,Hardware,3,Network Problem,579,47967.32588601663,Apply Patch
Inquiry / Help,Resolved,2023-08-04 18:56:00.000000000,2023-12-02 09:51:00,Howard Johnson,INC0000000276,employee,India,Fred Luddy,ITIL User,2023-12-06 06:18:20.231641812,There was an issue,4 - Low,Inquiry / Help,2,User Error,467,11708.211683276611,Hardware Replacement
Inquiry / Help,Closed,2023-11-15 18:59:00.000000000,2023-12-03 07:21:00,Fred Luddy,INC0000000156,employee,United States,Charlie Whitherspoon,ITIL User,2023-05-24 17:45:04.375124775,There was an issue,2 - High,Inquiry / Help,4,Software Bug,769,14331.512717429061,Configuration Change
Hardware,Resolved,2024-01-06 22:55:13.977268119,2023-12-04 13:22:00,Howard Johnson,INC0000000484,employee,United States,Fred Luddy,ITIL User,2024-02-11 16:34:09.159779461,There was an issue,4 - Low,Hardware,4,Configuration Error,524,6893.52661686847,Configuration Change
Inquiry / Help,Resolved,2023-02-13 00:16:27.398179564,2023-12-04 20:14:00,Luke Wilson,INC0000000338,system,Australia,Howard Johnson,Bud Richman,2023-08-19 10:57:00.000000000,There was an issue,1 - Critical,Inquiry / Help,4,Hardware Failure,16,1575.1405322424457,Apply Patch
Hardware,Closed,2023-04-24 09:36:05.775625483,2023-12-04 20:19:00,Howard Johnson,INC0000000321,employee,United States,Luke Wilson,David Loo,2023-11-12 08:41:55.212270110,There was an issue,1 - Critical,Hardware,5,Network Problem,267,9089.269549216016,Hardware Replacement
Network,Resolved,2023-07-20 02:37:10.813279462,2023-12-05 11:43:00,Fred Luddy,INC0000000164,admin,UK,Fred Luddy,Don Goodliffe,2023-11-23 05:26:06.568026419,There was an issue,1 - Critical,Network,2,Configuration Error,756,61067.06886941987,User Training
Network,Resolved,2023-08-31 15:44:00.000000000,2023-12-05 15:02:00,Howard Johnson,INC0000000452,admin,United States,Charlie Whitherspoon,David Loo,2023-09-22 23:55:17.560026848,There was an issue,1 - Critical,Network,3,Hardware Failure,275,23479.143618464,Restart Service
Hardware,Closed,2023-07-14 08:23:51.080019979,2023-12-06 00:31:00,Howard Johnson,INC0000000002,employee,Australia,Luke Wilson,Bud Richman,2023-06-19 06:59:02.120925069,There was an issue,1 - Critical,Hardware,5,Configuration Error,551,39884.78597074875,Software Update
Software,Resolved,2023-10-30 03:46:43.553522312,2023-12-07 00:44:00,Fred Luddy,INC0000000259,admin,Australia,Beth Anglin,Don Goodliffe,2023-03-26 11:10:50.949076210,There was an issue,4 - Low,Software,5,Configuration Error,64,6214.345618942008,Apply Patch
Software,Closed,2023-03-26 17:14:15.209900642,2023-12-08 00:32:00,Beth Anglin,INC0000000450,system,Australia,Charlie Whitherspoon,Bud Richman,2023-11-13 13:05:35.772593402,There was an issue,3 - Moderate,Software,5,Configuration Error,369,30054.87010214308,Software Update
Network,Resolved,2023-12-14 13:02:12.152455924,2023-12-09 03:58:00,Fred Luddy,INC0000000151,admin,Australia,Luke Wilson,David Loo,2023-09-13 04:40:34.280556892,There was an issue,4 - Low,Network,2,Configuration Error,689,55423.31569464492,Restart Service
Database,Closed,2023-08-21 08:48:34.847604103,2023-12-10 12:52:00,Charlie Whitherspoon,INC0000000387,system,Canada,Fred Luddy,David Loo,2023-08-14 09:36:00.295254938,There was an issue,2 - High,Database,2,Third-party Service Issue,292,5235.269817832317,Hardware Replacement
Inquiry / Help,Resolved,2023-01-24 10:21:12.713928509,2023-12-11 17:57:00,Beth Anglin,INC0000000204,admin,Australia,Beth Anglin,David Loo,2023-11-14 14:50:37.041296707,There was an issue,1 - Critical,Inquiry / Help,4,Configuration Error,826,33357.35841506564,Restart Service
Network,Closed,2023-02-23 22:00:23.401697490,2023-12-11 19:10:00,Fred Luddy,INC0000000178,admin,Canada,Beth Anglin,Bud Richman,2024-01-07 03:03:46.511421975,There was an issue,1 - Critical,Network,3,Software Bug,155,9666.81536486303,User Training
Hardware,Closed,2023-01-17 04:28:00.000000000,2023-12-12 08:51:00,Luke Wilson,INC0000000011,system,UK,Charlie Whitherspoon,ITIL User,2023-07-21 18:09:17.803746956,There was an issue,2 - High,Hardware,2,Configuration Error,731,22101.17434484449,Restart Service
Inquiry / Help,Closed,2023-12-06 21:57:38.764148014,2023-12-12 15:28:00,Howard Johnson,INC0000000087,employee,India,Charlie Whitherspoon,Don Goodliffe,2023-10-01 22:54:51.030860190,There was an issue,2 - High,Inquiry / Help,2,User Error,399,15477.07119094994,Restart Service
Database,Resolved,2023-05-06 22:24:00.000000000,2023-12-14 03:54:00,Fred Luddy,INC0000000261,employee,United States,Charlie Whitherspoon,David Loo,2023-08-11 16:02:37.684405305,There was an issue,3 - Moderate,Database,4,Network Problem,79,4127.653392299197,User Training
Inquiry / Help,Resolved,2023-06-29 22:17:23.746230748,2023-12-17 08:06:00,Charlie Whitherspoon,INC0000000443,admin,Canada,Luke Wilson,Don Goodliffe,2023-10-14 10:07:06.909703281,There was an issue,1 - Critical,Inquiry / Help,2,Network Problem,383,27352.573900918193,Apply Patch
Software,Resolved,2023-10-21 17:05:49.162145411,2023-12-18 04:38:00,Charlie Whitherspoon,INC0000000353,employee,UK,Howard Johnson,ITIL User,2023-03-05 04:00:53.829740603,There was an issue,4 - Low,Software,2,Software Bug,568,45754.1804551891,Apply Patch
Hardware,Resolved,2023-09-28 10:20:40.858388369,2023-12-18 11:13:00,Beth Anglin,INC0000000124,employee,India,Charlie Whitherspoon,Don Goodliffe,2023-06-24 09:17:21.801903137,There was an issue,2 - High,Hardware,3,Software Bug,216,10350.567809049277,Restart Service
Inquiry / Help,Resolved,2023-08-02 05:21:25.991706511,2023-12-19 05:43:00,Fred Luddy,INC0000000061,employee,United States,Beth Anglin,David Loo,2024-01-03 16:45:19.710278908,There was an issue,3 - Moderate,Inquiry / Help,2,User Error,704,44171.522762518776,User Training
Database,Resolved,2024-02-11 16:34:09.159779461,2023-12-19 07:32:00,Beth Anglin,INC0000000290,admin,UK,Charlie Whitherspoon,ITIL User,2023-08-17 04:45:43.185739101,There was an issue,4 - Low,Database,2,Third-party Service Issue,273,20624.654510843186,Restart Service
Network,Resolved,2023-08-22 04:24:28.410211673,2023-12-23 18:43:00,Howard Johnson,INC0000000032,admin,United States,Luke Wilson,Bud Richman,2023-10-31 10:15:16.995034613,There was an issue,4 - Low,Network,4,Hardware Failure,464,17713.517598958253,User Training
Database,Closed,2023-04-04 19:04:22.181856865,2023-12-26 00:19:00,Beth Anglin,INC0000000461,system,UK,Beth Anglin,David Loo,2023-01-26 12:30:48.397896971,There was an issue,2 - High,Database,5,Software Bug,308,25117.408771939343,Apply Patch
Inquiry / Help,Closed,2023-10-28 17:01:26.639036991,2023-12-26 00:25:00,Howard Johnson,INC0000000263,employee,Australia,Luke Wilson,David Loo,2023-10-16 08:15:55.096916626,There was an issue,1 - Critical,Inquiry / Help,2,Configuration Error,41,3209.816652891086,Restart Service
Database,Closed,2023-08-13 06:44:24.424288482,2023-12-26 16:08:00,Luke Wilson,INC0000000424,employee,Australia,Charlie Whitherspoon,Bud Richman,2023-06-28 14:05:28.538482547,There was an issue,3 - Moderate,Database,1,User Error,798,53458.73845668948,Hardware Replacement
Network,Closed,2023-05-14 06:26:59.910015516,2023-12-28 06:15:00,Charlie Whitherspoon,INC0000000329,employee,India,Charlie Whitherspoon,David Loo,2023-05-13 14:49:23.379483573,There was an issue,3 - Moderate,Network,1,Hardware Failure,543,40952.653564569795,Hardware Replacement
Hardware,Resolved,2023-08-27 03:03:00.000000000,2023-12-28 22:22:00,Beth Anglin,INC0000000493,employee,India,Charlie Whitherspoon,ITIL User,2023-05-29 13:25:00.000000000,There was an issue,1 - Critical,Hardware,4,Network Problem,992,91621.41390165541,Apply Patch
Database,Resolved,2023-08-26 09:29:01.912064757,2023-12-31 00:23:00,Fred Luddy,INC0000000168,system,United States,Beth Anglin,ITIL User,2023-08-12 18:27:47.789421821,There was an issue,1 - Critical,Database,2,Hardware Failure,877,18390.145222407016,Software Update
Network,Resolved,2023-11-02 19:10:09.135343415,2024-01-02 05:33:00,Luke Wilson,INC0000000349,employee,UK,Luke Wilson,Don Goodliffe,2023-11-21 01:30:21.296528133,There was an issue,2 - High,Network,5,Configuration Error,834,29613.264777959477,User Training
Hardware,Closed,2023-09-15 15:54:00.000000000,2024-01-02 23:29:00,Beth Anglin,INC0000000258,admin,UK,Howard Johnson,David Loo,2023-04-08 08:46:45.358954276,There was an issue,4 - Low,Hardware,3,Third-party Service Issue,479,29950.06466606507,Restart Service
Database,Closed,2023-05-10 03:20:31.007719853,2024-01-04 15:03:00,Fred Luddy,INC0000000127,system,India,Howard Johnson,Don Goodliffe,2023-04-17 20:17:35.569877984,There was an issue,2 - High,Database,4,User Error,809,36878.96409062474,Software Update
Software,Closed,2024-02-03 17:41:53.299049427,2024-01-05 03:27:00,Beth Anglin,INC0000000477,system,United States,Howard Johnson,ITIL User,2023-03-13 09:38:15.903837660,There was an issue,3 - Moderate,Software,1,User Error,871,85255.28737240404,User Training
Database,Resolved,2023-03-10 09:09:00.000000000,2024-01-05 10:47:00,Fred Luddy,INC0000000094,admin,Australia,Beth Anglin,David Loo,2023-08-15 14:03:57.099952165,There was an issue,3 - Moderate,Database,3,Configuration Error,342,24848.418051160377,Restart Service
Network,Closed,2023-02-04 20:06:34.055632819,2024-01-05 16:43:00,Howard Johnson,INC0000000214,system,UK,Luke Wilson,Don Goodliffe,2023-08-09 07:59:01.326042131,There was an issue,2 - High,Network,3,Software Bug,844,25705.053564540045,User Training
Hardware,Resolved,2024-01-04 10:16:12.278901784,2024-01-07 21:25:00,Beth Anglin,INC0000000362,admin,Australia,Beth Anglin,ITIL User,2024-01-06 13:12:25.109624389,There was an issue,4 - Low,Hardware,2,Hardware Failure,440,18705.076048948184,Restart Service
Software,Resolved,2023-11-21 01:30:21.296528133,2024-01-09 07:10:00,Luke Wilson,INC0000000441,admin,United States,Charlie Whitherspoon,Don Goodliffe,2023-10-16 04:30:10.679168966,There was an issue,1 - Critical,Software,5,User Error,706,50229.20821814611,Software Update
Network,Closed,2023-02-26 16:29:16.807931635,2024-01-10 15:21:00,Fred Luddy,INC0000000080,system,Canada,Luke Wilson,ITIL User,2023-10-30 03:46:43.553522312,There was an issue,1 - Critical,Network,3,User Error,68,2534.17251061412,User Training
Network,Closed,2023-05-29 16:00:46.480174225,2024-01-11 05:07:00,Beth Anglin,INC0000000053,admin,UK,Beth Anglin,Bud Richman,2023-03-16 11:23:45.848878332,There was an issue,3 - Moderate,Network,2,Software Bug,871,60032.82398410562,User Training
Inquiry / Help,Closed,2023-05-27 00:02:45.297437201,2024-01-13 06:18:00,Beth Anglin,INC0000000120,employee,UK,Howard Johnson,Don Goodliffe,2023-09-20 20:58:46.751153395,There was an issue,2 - High,Inquiry / Help,1,Software Bug,372,23621.749414653204,Restart Service
Hardware,Resolved,2023-08-26 15:36:56.981753690,2024-01-15 02:05:00,Beth Anglin,INC0000000480,system,Canada,Fred Luddy,David Loo,2023-12-01 04:31:00.000000000,There was an issue,1 - Critical,Hardware,1,User Error,777,8814.027474767941,Apply Patch
Hardware,Resolved,2023-10-08 05:16:54.012585598,2024-01-15 14:42:00,Charlie Whitherspoon,INC0000000332,admin,Canada,Beth Anglin,Bud Richman,2023-04-09 09:12:14.485573467,There was an issue,1 - Critical,Hardware,3,User Error,366,6767.467256788386,Software Update
Software,Resolved,2023-07-25 03:53:49.978687958,2024-01-15 16:26:00,Luke Wilson,INC0000000376,employee,India,Howard Johnson,David Loo,2023-05-31 14:07:51.086048950,There was an issue,1 - Critical,Software,2,Configuration Error,207,16956.385120270592,Apply Patch
Software,Closed,2023-11-19 06:43:16.486790150,2024-01-16 10:00:00,Fred Luddy,INC0000000394,admin,Australia,Fred Luddy,ITIL User,2023-07-10 23:00:15.709745176,There was an issue,4 - Low,Software,3,Third-party Service Issue,57,1604.1589631431225,Apply Patch
Database,Resolved,2023-08-25 07:22:00.000000000,2024-01-18 09:54:00,Charlie Whitherspoon,INC0000000188,system,India,Howard Johnson,Don Goodliffe,2023-03-19 18:35:49.186969810,There was an issue,2 - High,Database,4,Configuration Error,578,55311.23027855682,Software Update
Network,Resolved,2024-01-07 03:03:46.511421975,2024-01-19 21:43:00,Luke Wilson,INC0000000068,admin,India,Charlie Whitherspoon,ITIL User,2023-10-14 14:32:43.560111853,There was an issue,1 - Critical,Network,4,Software Bug,787,47492.496960027725,Apply Patch
Database,Closed,2023-01-29 22:45:30.072558587,2024-01-20 13:40:00,Fred Luddy,INC0000000475,employee,United States,Charlie Whitherspoon,ITIL User,2023-10-30 13:55:51.015143360,There was an issue,1 - Critical,Database,3,User Error,205,9777.21094457164,Restart Service
Network,Closed,2023-03-31 08:03:25.091057805,2024-01-21 06:01:00,Beth Anglin,INC0000000491,system,UK,Charlie Whitherspoon,Don Goodliffe,2023-04-13 12:12:50.918205479,There was an issue,4 - Low,Network,2,Third-party Service Issue,971,15922.769820482114,Software Update
Hardware,Closed,2023-08-28 16:17:39.682367202,2024-01-21 09:04:00,Beth Anglin,INC0000000065,system,UK,Beth Anglin,Don Goodliffe,2023-11-06 18:24:09.637921817,There was an issue,1 - Critical,Hardware,1,Configuration Error,192,18020.842747042137,User Training
Hardware,Closed,2023-09-20 04:57:50.969058643,2024-01-21 19:11:00,Fred Luddy,INC0000000138,admin,UK,Luke Wilson,Bud Richman,2024-01-01 04:47:56.741681309,There was an issue,1 - Critical,Hardware,4,User Error,555,11052.839500149106,Restart Service
Hardware,Closed,2023-12-15 13:12:56.653826436,2024-01-22 14:06:00,Beth Anglin,INC0000000079,employee,India,Howard Johnson,ITIL User,2023-02-17 00:34:25.927389861,There was an issue,4 - Low,Hardware,4,Third-party Service Issue,449,35116.96731280748,Apply Patch
Software,Resolved,2024-01-22 06:01:00.000000000,2024-01-23 03:20:00,Fred Luddy,INC0000000110,employee,United States,Beth Anglin,Bud Richman,2023-04-30 20:00:34.805177671,There was an issue,3 - Moderate,Software,2,Network Problem,973,46507.60331914064,Apply Patch
Network,Closed,2023-06-18 08:09:47.068608027,2024-01-24 06:55:00,Luke Wilson,INC0000000312,employee,UK,Fred Luddy,Don Goodliffe,2023-07-01 10:42:22.374438866,There was an issue,1 - Critical,Network,4,Hardware Failure,986,63954.49697554539,User Training
Inquiry / Help,Resolved,2023-09-30 16:57:13.076218110,2024-01-24 16:35:00,Luke Wilson,INC0000000247,system,UK,Luke Wilson,Bud Richman,2023-08-07 18:20:23.668968040,There was an issue,4 - Low,Inquiry / Help,1,Network Problem,899,58783.25068268549,Apply Patch
Hardware,Closed,2023-08-04 22:43:36.252615961,2024-01-25 11:19:00,Luke Wilson,INC0000000206,admin,UK,Beth Anglin,David Loo,2023-02-26 07:36:08.762766728,There was an issue,2 - High,Hardware,3,Network Problem,586,38445.53435137655,Configuration Change
Hardware,Resolved,2023-10-02 19:11:48.163774968,2024-01-25 18:57:00,Luke Wilson,INC0000000384,employee,Canada,Fred Luddy,Don Goodliffe,2023-07-06 00:00:59.012006127,There was an issue,1 - Critical,Hardware,2,Software Bug,583,18418.299295123004,Restart Service
Network,Closed,2023-12-13 03:48:19.521259680,2024-01-26 08:59:00,Charlie Whitherspoon,INC0000000113,system,Australia,Howard Johnson,Bud Richman,2023-06-30 23:29:55.851304419,There was an issue,2 - High,Network,3,Network Problem,622,23291.65779602007,User Training
Software,Closed,2023-10-20 04:35:01.141400836,2024-01-27 11:50:00,Luke Wilson,INC0000000418,admin,UK,Howard Johnson,David Loo,2023-08-30 14:14:08.283969923,There was an issue,2 - High,Software,4,Software Bug,497,32955.32722802896,Configuration Change
Inquiry / Help,Resolved,2024-01-08 09:17:43.178873486,2024-01-28 15:54:00,Charlie Whitherspoon,INC0000000396,system,India,Howard Johnson,ITIL User,2023-05-14 12:40:40.813937606,There was an issue,2 - High,Inquiry / Help,1,Configuration Error,611,12977.44354691301,Configuration Change
Network,Closed,2023-07-01 10:42:22.374438866,2024-01-29 10:48:00,Howard Johnson,INC0000000455,employee,United States,Charlie Whitherspoon,Bud Richman,2023-04-26 07:15:31.647958414,There was an issue,4 - Low,Network,2,Configuration Error,731,71285.97790501,User Training
Database,Resolved,2023-10-19 02:19:42.091067289,2024-01-31 05:51:00,Charlie Whitherspoon,INC0000000190,admin,Canada,Charlie Whitherspoon,ITIL User,2023-06-30 13:34:11.629362629,There was an issue,2 - High,Database,5,Third-party Service Issue,305,21387.35091778922,Configuration Change
Database,Resolved,2023-06-17 06:06:14.854314828,2024-01-31 18:48:00,Beth Anglin,INC0000000135,system,UK,Howard Johnson,Bud Richman,2023-10-16 08:25:44.792483730,There was an issue,2 - High,Database,1,Software Bug,380,6047.116502094816,Software Update
Database,Resolved,2023-05-28 08:38:00.000000000,2024-01-31 21:20:00,Charlie Whitherspoon,INC0000000256,employee,United States,Charlie Whitherspoon,ITIL User,2023-09-07 23:02:26.238518168,There was an issue,1 - Critical,Database,3,User Error,132,9660.197108652117,Configuration Change
