department,state,percent_complete,priority,target_percentage,category,sys_id,sys_updated_by,metric,end_date,start_date,owner,description
IT,In Progress,31,High,75,Efficiency,G000526,admin,Expense Ratio,2022-12-14,2022-08-15,Antony Thierauf,"Optimize IT support workflows to reduce average resolution time by 20%, thereby increasing overall service efficiency."
HR,In Progress,28,High,67,Employee Satisfaction,G000527,admin,Expense Ratio,2023-01-11,2022-06-29,Problem Administrator,Develop a new employee wellness program aimed to boost overall job satisfaction rates by 20% within the next fiscal year.
HR,Completed,77,Low,75,Cost Reduction,G000528,admin,Expense Ratio,2022-07-20,2022-11-26,Savannah Kesich,"Reduce IT infrastructure expenses by optimizing cloud usage, aiming for a 20% cost savings over the next fiscal year."
Marketing,In Progress,31,High,70,Customer Satisfaction,G000529,admin,Employee Turnover Rate,2023-06-03,2022-11-01,Eva Seahorn,Enhance the online customer support portal to improve user experience and increase customer satisfaction ratings by 20% within the next fiscal year.
Finance,Completed,63,High,61,Revenue Growth,G000530,admin,Expense Ratio,2023-04-15,2022-12-18,Jewel Agresta,Expand digital marketing initiatives to increase online sales by 20% over the next fiscal year.
Marketing,Planned,42,High,72,Efficiency,G000531,admin,Sales Increase,2023-03-27,2022-01-12,Peggy Hohlstein,"Optimize IT service response times by developing automated ticket routing systems, aiming to improve efficiency by 30% over the next quarter."
IT,In Progress,57,High,95,Employee Satisfaction,G000532,admin,Sales Increase,2022-10-23,2022-11-24,Alejandra Prenatt,Develop a comprehensive employee wellness program aimed at boosting overall job satisfaction by 20% based on annual survey feedback.
IT,In Progress,10,Critical,63,Employee Satisfaction,G000533,admin,Sales Increase,2023-05-13,2022-02-04,Sophie Langner,Launch a quarterly employee feedback survey to enhance engagement and satisfaction levels by 20% over the next fiscal year.
HR,In Progress,35,High,67,Efficiency,G000534,admin,Employee Turnover Rate,2023-03-07,2022-11-05,Rosalia Kennemur,"Increase the efficiency of the IT helpdesk by automating routine queries, aiming to reduce average ticket resolution time by 30% within the next quarter."
HR,Cancelled,69,Critical,88,Efficiency,G000535,admin,Survey Score,2022-11-13,2022-12-12,Timothy Janski,Increase the speed of our customer service response by 20% by automating the initial contact process.
IT,In Progress,83,Medium,94,Employee Satisfaction,G000536,admin,Expense Ratio,2023-02-12,2022-01-15,Krystle Stika,Launch a new employee engagement program aimed at improving job satisfaction rates by over 20% through enhanced communication and feedback mechanisms.
Marketing,In Progress,42,High,86,Efficiency,G000537,admin,Expense Ratio,2023-02-17,2022-02-07,Jacinto Gawron,"Increase the efficiency of the IT helpdesk by automating routine inquiries, aiming to reduce response time by 30% within the next quarter."
Marketing,Cancelled,37,Critical,73,Customer Satisfaction,G000538,admin,Survey Score,2022-08-25,2022-06-30,Dollie Pillitteri,Enhance the online support portal to improve customer satisfaction ratings by at least 20% over the next financial quarter.
Marketing,Completed,67,Critical,65,Employee Satisfaction,G000539,admin,Employee Turnover Rate,2022-11-29,2022-01-09,Geri Forness,"Increase employee satisfaction by implementing flexible work hours and improving workspace environment, aiming for a 20% improvement in employee satisfaction survey results by the end of the year."
IT,Completed,78,Medium,76,Cost Reduction,G000540,admin,Expense Ratio,2022-11-23,2022-09-22,Krystle Stika,Reduce IT infrastructure expenses by 20% through optimized cloud service utilization and vendor contract negotiations.
HR,Planned,86,Low,94,Employee Satisfaction,G000541,admin,Sales Increase,2023-05-04,2022-09-18,Frankie Morein,Develop a comprehensive employee training program aimed at boosting job satisfaction levels by 30% over the next fiscal year.
Finance,Completed,68,Low,66,Cost Reduction,G000542,admin,Expense Ratio,2023-05-16,2022-02-04,Travis Brockert,"Adopt automation in routine data processing to decrease operational costs by 20%, reducing manual interventions and enhancing efficiency."
Finance,In Progress,41,Critical,62,Efficiency,G000543,admin,Employee Turnover Rate,2022-08-24,2022-06-17,Sandra Graen,"Develop automated workflows to enhance process efficiency, aiming to reduce task completion time by 30% within the next quarter."
HR,Completed,66,Medium,64,Employee Satisfaction,G000544,admin,Employee Turnover Rate,2023-05-15,2022-11-24,Sophie Langner,Launch a quarterly feedback survey to enhance employee satisfaction scores by 20% over the next fiscal year.
IT,Completed,56,Critical,54,Efficiency,G000545,admin,Sales Increase,2022-06-09,2022-08-09,Alfonso Griglen,"Optimize workflow management to decrease processing time for customer service requests by 30%, enabling faster issue resolution and improved client satisfaction."
IT,In Progress,65,Critical,86,Employee Satisfaction,G000546,admin,Employee Turnover Rate,2023-08-27,2022-02-15,Ross Spurger,Launch an employee wellness program to improve overall satisfaction scores by 20% in the upcoming employee survey.
HR,In Progress,30,Critical,78,Employee Satisfaction,G000547,admin,Expense Ratio,2023-01-04,2022-08-21,Cherie Fuhri,"Launch a quarterly employee feedback survey to identify and address key areas of improvement, aiming to boost overall employee satisfaction scores by 20% within the next fiscal year."
Finance,Completed,64,High,62,Efficiency,G000548,admin,Expense Ratio,2023-06-30,2022-01-14,Corinne Cowan,"Optimize IT system response times by upgrading server hardware, aiming to improve processing speed by 30% over the next quarter."
HR,Completed,64,Medium,62,Cost Reduction,G000549,admin,Employee Turnover Rate,2022-11-08,2022-06-17,Elmo Gabouer,Reduce software licensing expenses by consolidating vendors and renegotiating contracts to achieve a 20% reduction in IT budget.
