category,state,closed_at,opened_at,closed_by,number,sys_updated_by,location,assigned_to,caller_id,sys_updated_on,short_description,assignment_group,priority
Hardware,Closed,2024-01-21 14:31:46.018925216,2024-01-13 06:18:00,Charlie Whitherspoon,INC0000000476,employee,Australia,Charlie Whitherspoon,Don Goodliffe,2024-01-21 14:31:46.018925216,Printer546 is malfunctioning,Hardware,1 - Critical
Hardware,Resolved,2024-01-19 04:34:40.251168087,2024-01-15 02:05:00,Fred Luddy,INC0000000477,system,Australia,Howard Johnson,Bud Richman,2024-01-19 04:34:40.251168087,Printer546 is malfunctioning in Australia,Hardware,1 - Critical
Hardware,Resolved,2024-01-21 17:52:21.410495977,2024-01-15 14:42:00,Luke Wilson,INC0000000478,admin,Australia,Beth Anglin,ITIL User,2024-01-21 17:52:21.410495977,Printer128 is not working properly in Australia,Hardware,3 - Moderate
Software,Resolved,2024-01-23 07:05:32.181816124,2024-01-15 16:26:00,Beth Anglin,INC0000000479,system,United States,Beth Anglin,Don Goodliffe,2024-01-23 07:05:32.181816124,Unable to install an update on Office365,Software,2 - High
Database,Resolved,2024-01-26 14:08:14.089327678,2024-01-16 10:00:00,Howard Johnson,INC0000000480,employee,Australia,Beth Anglin,Bud Richman,2024-01-26 14:08:14.089327678,Oracle Database 11g - Error Ora-02000,Database,2 - High
Software,Closed,2024-01-19 09:54:00.000000000,2024-01-18 09:54:00,Howard Johnson,INC0000000481,admin,United States,Fred Luddy,David Loo,2024-01-19 09:54:00.000000000,Software update required,Software,2 - High
Database,Resolved,2024-01-24 20:11:01.690566157,2024-01-19 21:43:00,Howard Johnson,INC0000000482,system,Australia,Beth Anglin,David Loo,2024-01-24 20:11:01.690566157,Issue with Database543,Database,3 - Moderate
Hardware,Resolved,2024-01-21 13:40:00.000000000,2024-01-20 13:40:00,Luke Wilson,INC0000000483,system,Australia,Luke Wilson,Don Goodliffe,2024-01-21 13:40:00.000000000,Printer542 is jammed in Australia location,Hardware,2 - High
Hardware,Resolved,2024-01-22 06:01:00.000000000,2024-01-21 06:01:00,Luke Wilson,INC0000000484,system,Australia,Beth Anglin,ITIL User,2024-01-22 06:01:00.000000000,Printer546 is not working properly in Australia location,Hardware,1 - Critical
Hardware,Resolved,2024-02-01 06:07:10.554650244,2024-01-21 09:04:00,Howard Johnson,INC0000000485,system,Australia,Luke Wilson,Don Goodliffe,2024-02-01 06:07:10.554650244,Printer546 is not working properly,Hardware,3 - Moderate
Software,Closed,2024-01-27 16:50:43.924769422,2024-01-21 19:11:00,Luke Wilson,INC0000000486,employee,Australia,Beth Anglin,David Loo,2024-01-27 16:50:43.924769422,Application update failure,Software,2 - High
Hardware,Closed,2024-01-24 00:12:58.375121721,2024-01-22 14:06:00,Fred Luddy,INC0000000487,employee,Australia,Luke Wilson,Don Goodliffe,2024-01-24 00:12:58.375121721,Printer436 is broken,Hardware,2 - High
Hardware,Resolved,2024-01-29 03:16:08.014433635,2024-01-23 03:20:00,Beth Anglin,INC0000000488,system,Australia,Howard Johnson,Bud Richman,2024-01-29 03:16:08.014433635,Printer546 issue in Australia,Hardware,2 - High
Hardware,Resolved,2024-01-25 11:01:00.578026325,2024-01-24 06:55:00,Charlie Whitherspoon,INC0000000489,admin,Australia,Charlie Whitherspoon,Don Goodliffe,2024-01-25 11:01:00.578026325,Printer627 is not responding,Hardware,1 - Critical
Inquiry / Help,Resolved,2024-02-09 04:30:29.586553971,2024-01-24 16:35:00,Luke Wilson,INC0000000490,admin,India,Luke Wilson,David Loo,2024-02-09 04:30:29.586553971,Need help with inquiry,Service Desk,3 - Moderate
Software,Closed,2024-02-01 02:14:30.096751951,2024-01-25 11:19:00,Beth Anglin,INC0000000491,system,UK,Howard Johnson,Don Goodliffe,2024-02-01 02:14:30.096751951,Application error on Accounting software,Software,2 - High
Inquiry / Help,Resolved,2024-01-31 02:23:56.445975993,2024-01-25 18:57:00,Beth Anglin,INC0000000492,admin,Australia,Charlie Whitherspoon,David Loo,2024-01-31 02:23:56.445975993,Printer546 issue in Sydney office.,Hardware,2 - High
Network,Closed,2024-02-01 12:40:26.195788814,2024-01-26 08:59:00,Fred Luddy,INC0000000493,admin,UK,Charlie Whitherspoon,ITIL User,2024-02-01 12:40:26.195788814,Unable to connect to the Wi-Fi,Network,2 - High
Hardware,Resolved,2024-02-08 06:58:35.863529275,2024-01-27 11:50:00,Luke Wilson,INC0000000494,system,Australia,Howard Johnson,Bud Richman,2024-02-08 06:58:35.863529275,Printer489 is not functioning properly,Hardware,2 - High
Network,Closed,2024-02-07 21:56:58.515415708,2024-01-28 15:54:00,Beth Anglin,INC0000000495,employee,India,Fred Luddy,David Loo,2024-02-07 21:56:58.515415708,Unable to connect to the internet,Network,2 - High
Hardware,Resolved,2024-02-03 17:41:53.299049427,2024-01-29 10:48:00,Luke Wilson,INC0000000496,admin,Australia,Beth Anglin,David Loo,2024-02-03 17:41:53.299049427,Printer546 has a paper jam,Hardware,2 - High
Network,Resolved,2024-02-12 22:31:48.126196708,2024-01-31 05:51:00,Howard Johnson,INC0000000497,admin,Canada,Charlie Whitherspoon,David Loo,2024-02-12 22:31:48.126196708,Internet connection frequently dropping,Network,2 - High
Network,Resolved,2024-02-07 23:14:21.894263712,2024-01-31 18:48:00,Charlie Whitherspoon,INC0000000498,employee,Australia,Howard Johnson,David Loo,2024-02-07 23:14:21.894263712,Network outage in Australia,Network,2 - High
Hardware,Closed,2024-02-11 16:34:09.159779461,2024-01-31 21:20:00,Beth Anglin,INC0000000499,employee,Australia,Fred Luddy,ITIL User,2024-02-11 16:34:09.159779461,Printer235 is not printing in Australia location,Hardware,1 - Critical
