category,state,closed_at,opened_at,closed_by,number,sys_updated_by,location,assigned_to,caller_id,sys_updated_on,short_description,priority,assignement_group,amount,processed_time,department
Travel,Closed,2023-05-14 06:26:59.910015516,2023-12-28 06:15:00,Charlie Whitherspoon,INC0000000329,employee,Africa,Charlie Whitherspoon,David Loo,2023-05-13 14:49:23.379483573,There was an issue,3 - Moderate,Network,12693,0,IT
Services,Resolved,2023-08-27 03:03:00.000000000,2023-12-28 22:22:00,Beth Anglin,INC0000000493,employee,Africa,Charlie Whitherspoon,ITIL User,2023-05-29 13:25:00.000000000,There was an issue,1 - Critical,Hardware,17845,30,Development
Miscellaneous,Resolved,2023-08-26 09:29:01.912064757,2023-12-31 00:23:00,Fred Luddy,INC0000000168,system,North America,Beth Anglin,ITIL User,2023-08-12 18:27:47.789421821,There was an issue,1 - Critical,Database,51774,58,HR
Assets,Resolved,2023-11-02 19:10:09.135343415,2024-01-02 05:33:00,Luke Wilson,INC0000000349,employee,Africa,Luke Wilson,Don Goodliffe,2023-11-21 01:30:21.296528133,There was an issue,2 - High,Network,21330,16,Finance
Services,Processed,2023-09-15 15:54:00.000000000,2024-01-02 23:29:00,Beth Anglin,INC0000000258,admin,South America,Howard Johnson,David Loo,2023-04-08 08:46:45.358954276,There was an issue,4 - Low,Hardware,54063,33,Customer Support
Miscellaneous,Processed,2023-05-10 03:20:31.007719853,2024-01-04 15:03:00,Fred Luddy,INC0000000127,system,Asia,Howard Johnson,Don Goodliffe,2023-04-17 20:17:35.569877984,There was an issue,2 - High,Database,37162,13,Customer Support
Assets,Closed,2024-02-03 17:41:53.299049427,2024-01-05 03:27:00,Beth Anglin,INC0000000477,system,South America,Howard Johnson,ITIL User,2023-03-13 09:38:15.903837660,There was an issue,3 - Moderate,Software,36457,92,HR
Miscellaneous,Resolved,2023-03-10 09:09:00.000000000,2024-01-05 10:47:00,Fred Luddy,INC0000000094,admin,Europe,Beth Anglin,David Loo,2023-08-15 14:03:57.099952165,There was an issue,3 - Moderate,Database,35976,55,Development
Assets,Closed,2023-02-04 20:06:34.055632819,2024-01-05 16:43:00,Howard Johnson,INC0000000214,system,North America,Luke Wilson,Don Goodliffe,2023-08-09 07:59:01.326042131,There was an issue,2 - High,Network,62372,49,Sales
Services,Resolved,2024-01-04 10:16:12.278901784,2024-01-07 21:25:00,Beth Anglin,INC0000000362,admin,Europe,Beth Anglin,ITIL User,2024-01-06 13:12:25.109624389,There was an issue,4 - Low,Hardware,60315,19,Product Management
Services,Processed,2023-11-21 01:30:21.296528133,2024-01-09 07:10:00,Luke Wilson,INC0000000441,admin,South America,Charlie Whitherspoon,Don Goodliffe,2023-10-16 04:30:10.679168966,There was an issue,1 - Critical,Software,35915,71,Development
Services,Processed,2023-02-26 16:29:16.807931635,2024-01-10 15:21:00,Fred Luddy,INC0000000080,system,South America,Luke Wilson,ITIL User,2023-10-30 03:46:43.553522312,There was an issue,1 - Critical,Network,39038,0,IT
Travel,Processed,2023-05-29 16:00:46.480174225,2024-01-11 05:07:00,Beth Anglin,INC0000000053,admin,South America,Beth Anglin,Bud Richman,2023-03-16 11:23:45.848878332,There was an issue,3 - Moderate,Network,38859,96,HR
Assets,Closed,2023-05-27 00:02:45.297437201,2024-01-13 06:18:00,Beth Anglin,INC0000000120,employee,Africa,Howard Johnson,Don Goodliffe,2023-09-20 20:58:46.751153395,There was an issue,2 - High,Inquiry / Help,12617,60,HR
Assets,Resolved,2023-08-26 15:36:56.981753690,2024-01-15 02:05:00,Beth Anglin,INC0000000480,system,North America,Fred Luddy,David Loo,2023-12-01 04:31:00.000000000,There was an issue,1 - Critical,Hardware,80420,34,Product Management
Assets,Resolved,2023-10-08 05:16:54.012585598,2024-01-15 14:42:00,Charlie Whitherspoon,INC0000000332,admin,Asia,Beth Anglin,Bud Richman,2023-04-09 09:12:14.485573467,There was an issue,1 - Critical,Hardware,11419,43,HR
Travel,Resolved,2023-07-25 03:53:49.978687958,2024-01-15 16:26:00,Luke Wilson,INC0000000376,employee,North America,Howard Johnson,David Loo,2023-05-31 14:07:51.086048950,There was an issue,1 - Critical,Software,61482,36,Finance
Miscellaneous,Closed,2023-11-19 06:43:16.486790150,2024-01-16 10:00:00,Fred Luddy,INC0000000394,admin,Africa,Fred Luddy,ITIL User,2023-07-10 23:00:15.709745176,There was an issue,4 - Low,Software,14216,14,Sales
Assets,Resolved,2023-08-25 07:22:00.000000000,2024-01-18 09:54:00,Charlie Whitherspoon,INC0000000188,system,South America,Howard Johnson,Don Goodliffe,2023-03-19 18:35:49.186969810,There was an issue,2 - High,Database,35354,3,Finance
Miscellaneous,Resolved,2024-01-07 03:03:46.511421975,2024-01-19 21:43:00,Luke Wilson,INC0000000068,admin,Asia,Charlie Whitherspoon,ITIL User,2023-10-14 14:32:43.560111853,There was an issue,1 - Critical,Network,19162,0,IT
Miscellaneous,Closed,2023-01-29 22:45:30.072558587,2024-01-20 13:40:00,Fred Luddy,INC0000000475,employee,North America,Charlie Whitherspoon,ITIL User,2023-10-30 13:55:51.015143360,There was an issue,1 - Critical,Database,58265,67,HR
Miscellaneous,Closed,2023-03-31 08:03:25.091057805,2024-01-21 06:01:00,Beth Anglin,INC0000000491,system,Asia,Charlie Whitherspoon,Don Goodliffe,2023-04-13 12:12:50.918205479,There was an issue,4 - Low,Network,21313,36,Finance
Miscellaneous,Closed,2023-08-28 16:17:39.682367202,2024-01-21 09:04:00,Beth Anglin,INC0000000065,system,Asia,Beth Anglin,Don Goodliffe,2023-11-06 18:24:09.637921817,There was an issue,1 - Critical,Hardware,15672,58,Sales
Travel,Processed,2023-09-20 04:57:50.969058643,2024-01-21 19:11:00,Fred Luddy,INC0000000138,admin,Africa,Luke Wilson,Bud Richman,2024-01-01 04:47:56.741681309,There was an issue,1 - Critical,Hardware,20787,94,Product Management
Miscellaneous,Closed,2023-12-15 13:12:56.653826436,2024-01-22 14:06:00,Beth Anglin,INC0000000079,employee,North America,Howard Johnson,ITIL User,2023-02-17 00:34:25.927389861,There was an issue,4 - Low,Hardware,72693,35,Finance
Services,Resolved,2024-01-22 06:01:00.000000000,2024-01-23 03:20:00,Fred Luddy,INC0000000110,employee,Africa,Beth Anglin,Bud Richman,2023-04-30 20:00:34.805177671,There was an issue,3 - Moderate,Software,18005,0,IT
Travel,Processed,2023-06-18 08:09:47.068608027,2024-01-24 06:55:00,Luke Wilson,INC0000000312,employee,North America,Fred Luddy,Don Goodliffe,2023-07-01 10:42:22.374438866,There was an issue,1 - Critical,Network,94340,54,Customer Support
Miscellaneous,Processed,2023-09-30 16:57:13.076218110,2024-01-24 16:35:00,Luke Wilson,INC0000000247,system,Asia,Luke Wilson,Bud Richman,2023-08-07 18:20:23.668968040,There was an issue,4 - Low,Inquiry / Help,19419,98,Finance
Assets,Closed,2023-08-04 22:43:36.252615961,2024-01-25 11:19:00,Luke Wilson,INC0000000206,admin,South America,Beth Anglin,David Loo,2023-02-26 07:36:08.762766728,There was an issue,2 - High,Hardware,27700,0,IT
Travel,Resolved,2023-10-02 19:11:48.163774968,2024-01-25 18:57:00,Luke Wilson,INC0000000384,employee,Africa,Fred Luddy,Don Goodliffe,2023-07-06 00:00:59.012006127,There was an issue,1 - Critical,Hardware,16350,40,Development
Services,Closed,2023-12-13 03:48:19.521259680,2024-01-26 08:59:00,Charlie Whitherspoon,INC0000000113,system,South America,Howard Johnson,Bud Richman,2023-06-30 23:29:55.851304419,There was an issue,2 - High,Network,47259,79,Finance
Services,Closed,2023-10-20 04:35:01.141400836,2024-01-27 11:50:00,Luke Wilson,INC0000000418,admin,South America,Howard Johnson,David Loo,2023-08-30 14:14:08.283969923,There was an issue,2 - High,Software,30944,92,Sales
Miscellaneous,Resolved,2024-01-08 09:17:43.178873486,2024-01-28 15:54:00,Charlie Whitherspoon,INC0000000396,system,Africa,Howard Johnson,ITIL User,2023-05-14 12:40:40.813937606,There was an issue,2 - High,Inquiry / Help,33600,81,Product Management
Miscellaneous,Closed,2023-07-01 10:42:22.374438866,2024-01-29 10:48:00,Howard Johnson,INC0000000455,employee,Africa,Charlie Whitherspoon,Bud Richman,2023-04-26 07:15:31.647958414,There was an issue,4 - Low,Network,33915,49,Product Management
Assets,Resolved,2023-10-19 02:19:42.091067289,2024-01-31 05:51:00,Charlie Whitherspoon,INC0000000190,admin,South America,Charlie Whitherspoon,ITIL User,2023-06-30 13:34:11.629362629,There was an issue,2 - High,Database,42123,37,Finance
Assets,Resolved,2023-06-17 06:06:14.854314828,2024-01-31 18:48:00,Beth Anglin,INC0000000135,system,Asia,Howard Johnson,Bud Richman,2023-10-16 08:25:44.792483730,There was an issue,2 - High,Database,26434,15,Finance
Services,Resolved,2023-05-28 08:38:00.000000000,2024-01-31 21:20:00,Charlie Whitherspoon,INC0000000256,employee,North America,Charlie Whitherspoon,ITIL User,2023-09-07 23:02:26.238518168,There was an issue,1 - Critical,Database,95266,50,Product Management
