target_percentage,sys_updated_by,priority,metric,percent_complete,sys_id,state,start_date,end_date,department,category,owner,description
54,admin,Medium,Sales Increase,64,G000494,Completed,2022-03-24,2023-08-28,Finance,Employee Satisfaction,Kathleen Beresnyak,"Launch a comprehensive annual employee satisfaction survey, targeting a 90% participation rate, to identify key areas for workplace improvement and increase overall worker contentment by 20% compared to previous year."
58,admin,Medium,Employee Turnover Rate,57,G000495,Planned,2022-08-07,2022-10-19,HR,Employee Satisfaction,Zane Sulikowski,Increase the frequency of team-building activities and implement an employee feedback system to elevate overall employee satisfaction rate by 20% compared to last financial year.
90,admin,Low,Employee Turnover Rate,56,G000496,In Progress,2022-06-24,2022-09-19,HR,Customer Satisfaction,Cary Mccamey,Increase overall customer satisfaction rating by 20% over the next quarter through improving customer support responses and introducing loyalty programs.
69,admin,High,Sales Increase,96,G000497,Completed,2022-11-10,2023-05-24,HR,Employee Satisfaction,Elmo Gabouer,Improve employee wellness programs and increase survey response rates to 80% to enhance overall employee satisfaction and work environment.
68,admin,Critical,Sales Increase,62,G000498,Completed,2022-10-06,2022-07-25,IT,Efficiency,Ross Spurger,Reengineer production workflow to boost operational efficiency by 20% by minimizing waste and improving overall asset utilization.
95,admin,Critical,Employee Turnover Rate,81,G000499,In Progress,2022-02-06,2022-11-14,IT,Revenue Growth,Kennith Peto,Increase sales of high-margin products by 20% over the next quarter by boosting marketing efforts and incentive systems for the sales team.
60,admin,High,Expense Ratio,84,G000500,Completed,2022-05-03,2022-08-14,HR,Cost Reduction,Frankie Morein,"Reduce energy use expense by converting conventional lighting to more efficient LED lighting across all offices, expected to bring down monthly energy costs by approximately 20% compared to previous year."
73,admin,Low,Sales Increase,15,G000501,Completed,2022-02-20,2023-06-08,Finance,Efficiency,Alyssa Biasotti,"Improve the efficiency of the software development process by reducing the code review turnaround time by 20% compared to last quarter, to speed up the release cycle."
88,admin,Medium,Sales Increase,13,G000502,Completed,2022-09-09,2022-12-02,HR,Revenue Growth,Travis Brockert,Increase product sales by 20% through targeted marketing campaigns and expansion into under-served markets compared to Q4 sales.
50,admin,Critical,Sales Increase,56,G000503,Completed,2022-02-22,2022-11-01,IT,Employee Satisfaction,SOAP Guest,Improve employee wellbeing programs and benefits to increase overall job satisfaction by 20% by the end of Q4 as measured by annual employee satisfaction surveys.
74,admin,Medium,Expense Ratio,54,G000504,In Progress,2022-02-14,2022-08-24,IT,Cost Reduction,Renae Eldrige,"Optimize supply chain operations and decrease warehousing expenses by 20% over the next fiscal year, potentially saving us around $50,000."
51,admin,Medium,Survey Score,73,G000505,Completed,2022-10-28,2023-05-09,Finance,Customer Satisfaction,Jimmie Barninger,"Improve customer response times by 25% compared to last quarter by training staff to use new customer management systems, to enhance overall customer satisfaction rates."
59,admin,Medium,Survey Score,36,G000506,Completed,2022-11-03,2023-07-21,Marketing,Customer Satisfaction,Suresh Yekollu,Increase customer satisfaction rates to a minimum of 90% by the end of Q4 by improving response times and implementing client-focused strategies.
87,admin,Critical,Sales Increase,71,G000507,In Progress,2022-04-26,2022-09-01,HR,Customer Satisfaction,Concetta Sarchett,Develop and launch a customer feedback system to increase overall customer satisfaction rating by 20% in the upcoming quarter.
87,admin,Low,Survey Score,32,G000508,Cancelled,2022-12-18,2022-11-30,HR,Efficiency,Corinne Cowan,Improve workflow automation to increase overall efficiency by 20% within next quarter. This includes reducing manual entry and implementing automated time tracking tools.
76,admin,Low,Survey Score,48,G000509,In Progress,2022-05-03,2022-10-08,Marketing,Customer Satisfaction,Certification User,Improve response time to customer inquiries by 20% in the next quarter to enhance overall customer satisfaction rating.
91,admin,Critical,Survey Score,69,G000510,In Progress,2022-12-10,2023-06-15,Finance,Customer Satisfaction,Frankie Morein,Improve call response times by 25% over the next quarter to boost customer satisfaction scores from 3.2 to 4.0 on a 5-point scale.
58,admin,High,Sales Increase,98,G000511,Completed,2022-04-14,2023-05-07,IT,Efficiency,Concetta Sarchett,Improve software automation tools in order to reduce the time required for report generation by 20% compared to current efficiency level.
79,admin,Medium,Survey Score,24,G000512,In Progress,2022-05-10,2022-12-10,Finance,Cost Reduction,Geri Forness,"Restructure procurement strategies and contract negotiations to aim for a 20% reduction in expenses compared to the previous fiscal year, moving from a budget of $500K to $400K."
78,admin,Medium,Sales Increase,34,G000513,Completed,2022-09-23,2023-07-11,Marketing,Cost Reduction,Elaine Renzi,"Focus on optimizing energy consumption across all facilities, aiming for a 20% reduction in utility costs over the next fiscal year compared to prior ones."
96,admin,Medium,Expense Ratio,16,G000514,Planned,2022-09-25,2022-12-26,HR,Customer Satisfaction,Dollie Pillitteri,"Implement effective customer feedback systems to increase overall satisfaction rate by 20% over the next quarter, compared to the previous year's average satisfaction score."
63,admin,Low,Sales Increase,49,G000515,In Progress,2022-01-27,2022-11-12,Marketing,Revenue Growth,Mildred Gallegas,Develop new marketing strategies and increase the product line by 10% to boost revenue growth by 25% compared to the previous quarter.
81,admin,Medium,Expense Ratio,31,G000516,In Progress,2022-06-05,2022-08-14,Marketing,Efficiency,Certification User,Optimize operational processes and utilize automation technology to improve overall company efficiency by 20% over the next year.
79,admin,Low,Sales Increase,6,G000517,In Progress,2022-12-01,2023-01-22,Finance,Employee Satisfaction,Marcelino Maggs,"After a company-wide survey, it has been decided to implement more frequent employee evaluation and feedback processes, along with a new reward system, to increase employee satisfaction by 25% over the next fiscal year."
83,admin,Medium,Employee Turnover Rate,31,G000518,In Progress,2022-05-01,2023-09-13,Finance,Employee Satisfaction,Logan Muhl,Implement comprehensive employee engagement programs to enhance overall workplace satisfaction by 25% compared to the last quarter survey results.
63,admin,Low,Expense Ratio,8,G000519,In Progress,2022-02-21,2022-07-02,Marketing,Efficiency,Vernon Engelman,Implement process improvements and automation in order to increase operational efficiency by 25% as compared to the previous fiscal year.
74,admin,Medium,Sales Increase,64,G000520,Planned,2022-02-24,2022-09-22,Marketing,Employee Satisfaction,SOAP Guest,Conduct regular employee satisfaction surveys with targeted solutions to enhance productivity and boost morale aiming for a 20% increase in overall employee satisfaction ratings compared to last year.
94,admin,Medium,Survey Score,56,G000521,Completed,2022-05-22,2022-11-10,HR,Efficiency,Janet Schaffter,"Develop automation for repetitive tasks, aiming to improve operational efficiency by 20% over the next quarter."
91,admin,Medium,Expense Ratio,49,G000522,Completed,2022-10-25,2022-08-07,Finance,Revenue Growth,Travis Brockert,"Increase cross-sell opportunities through improved customer relationship management, aiming for a revenue growth of 20% over the next quarter."
59,admin,High,Sales Increase,96,G000523,Completed,2022-11-30,2023-05-19,HR,Customer Satisfaction,Mildred Gallegas,Increase customer satisfaction rate by 20% by introducing a new CRM system and improving response times to customer queries and complaints.
100,admin,Low,Survey Score,3,G000524,In Progress,2022-05-01,2022-12-27,Finance,Cost Reduction,Certification User,"Adopt automation in report generation to cut down manual efforts by 20%, therefore reducing overall operation costs."
91,admin,Low,Expense Ratio,76,G000525,In Progress,2022-04-20,2022-10-27,HR,Revenue Growth,Rob Phillips,"Develop and implement a new marketing strategy to boost product sales volume by 25% over the next quarter, thereby increasing revenue growth."
50,admin,Medium,Sales Increase,27,G000526,Completed,2022-03-22,2023-06-08,Marketing,Cost Reduction,Hilario Cassa,Enhance the use of existing software licenses while minimizing new purchases to reduce overall IT costs by 20% compared to previous year.
54,admin,Low,Sales Increase,49,G000527,Completed,2022-03-17,2022-07-26,IT,Cost Reduction,Mamie Mcintee,"Optimize utilization of resources and automation of tasks to achieve a cost reduction of 20% within the next financial year, i.e., from $500K to $400K."
90,admin,Low,Expense Ratio,67,G000528,Planned,2022-04-28,2022-10-18,Finance,Revenue Growth,Adela Cervantsz,"Expand our customer base by 20% over the next financial year through aggressive marketing and customer engagement programs, leading to a potential increase in revenue growth."
94,admin,Medium,Sales Increase,19,G000529,Completed,2022-04-20,2022-10-20,Marketing,Customer Satisfaction,Hilario Cassa,Improve our customer support response time by 25% to increase overall customer satisfaction rating from 3.5 to 4.2 (based on a 5 point scale).
100,admin,Critical,Survey Score,67,G000530,Completed,2022-11-02,2023-01-26,HR,Revenue Growth,Elaine Renzi,Expand our product line into new markets to increase overall revenue by 20% compared to the previous fiscal year i.e. from $1M to $1.2M.
63,admin,Medium,Expense Ratio,78,G000531,Completed,2022-09-14,2022-11-16,Finance,Cost Reduction,Dwain Cuttitta,"Transition to a cloud-based server solution to decrease annual IT infrastructure costs by an estimated 30%, reducing expenses from $1.2M to $840K."
52,admin,Medium,Survey Score,20,G000532,Planned,2022-12-21,2023-08-04,Marketing,Revenue Growth,Krystle Stika,"Launch a new product line that aims to increase annual revenue by 20% compared to the previous year, representing a dollar growth of approximately $500K."
69,admin,High,Sales Increase,68,G000533,In Progress,2022-11-06,2023-03-04,IT,Customer Satisfaction,Vanessa Lewallen,Improve customer service response times by 20% to increase satisfaction rates by achieving less than 1 hour average response time.
64,admin,High,Survey Score,76,G000534,Completed,2022-05-16,2022-07-16,IT,Employee Satisfaction,Derek Kreutzbender,Implement an anonymous feedback system and conduct regular employee surveys to improve employee satisfaction index by 20% in the next quarter.
77,admin,High,Sales Increase,70,G000535,Cancelled,2022-01-15,2022-07-17,HR,Employee Satisfaction,Elisa Gracely,Introduce two-way feedback mechanisms and nurture an open culture to improve employee satisfaction by 25% in this financial year.
54,admin,Medium,Employee Turnover Rate,46,G000536,In Progress,2022-08-26,2022-08-05,HR,Efficiency,Nirali Patel,Create an automated response system to handle frequently asked questions and reduce support team hours by 20% compared to last quarter periods.
88,admin,Low,Survey Score,36,G000537,Completed,2022-05-25,2023-03-30,Marketing,Efficiency,Rich Gleave,"Improve the company's overall efficiency by automating routine tasks, leading to a potential time savings of around 30%."
88,admin,High,Expense Ratio,57,G000538,Completed,2022-01-07,2022-10-14,Finance,Customer Satisfaction,Peggy Hohlstein,Improve after-sales support responsiveness to increase customer satisfaction rating by 20% compared to quarter Q4 of last year.
79,admin,Medium,Expense Ratio,18,G000539,Planned,2022-05-15,2022-08-12,IT,Customer Satisfaction,Jacinto Gawron,Enhance customer support operations to improve average customer satisfaction ratings from 4.0 to 4.5 on a 5-point scale this year.
95,admin,Medium,Expense Ratio,64,G000540,Planned,2022-11-15,2023-02-11,Finance,Employee Satisfaction,Jimmie Barninger,Improve workplace culture and working environment to increase overall employee satisfaction rate by 20% in the upcoming fiscal year as measured by the annual employee satisfaction survey.
50,admin,Medium,Sales Increase,63,G000541,Completed,2022-02-11,2023-07-31,HR,Employee Satisfaction,Kyle Lindauer,Devise and execute an Employee Engagement Program aimed at boosting morale and job satisfaction levels by 20% over the course of the next fiscal year.
99,admin,High,Employee Turnover Rate,83,G000542,Completed,2022-12-19,2022-11-04,IT,Efficiency,Vernon Engelman,Enhance workflow automation by utilizing AI software to increase team efficiency by approximately 20% in relation to the previous quarter.
63,admin,High,Sales Increase,63,G000543,Completed,2022-01-13,2023-03-17,IT,Employee Satisfaction,Vernon Engelman,"Introduce a comprehensive employee benefits program, and new performance reward system to increase employee satisfaction rate up to 90% in the next year."
94,admin,Critical,Survey Score,84,G000544,Planned,2022-03-10,2023-03-27,IT,Customer Satisfaction,Van Leanen,"Implement a new customer feedback system to improve the quality of service by 20% within the next quarter, which should directly influence our annual customer satisfaction rate."
68,admin,Low,Employee Turnover Rate,54,G000545,Completed,2022-12-26,2022-07-11,Marketing,Customer Satisfaction,Misty Ericksen,Boost customer satisfaction rates by 20% over the next quarter through enhanced customer service training and implementation of feedback systems.
63,admin,Critical,Expense Ratio,82,G000546,Completed,2022-07-30,2022-10-27,Finance,Cost Reduction,Joey Sedore,"Initiate cost cutting measures, including reducing overhead expenses and unnecessary operational costs, with the aim of reducing overall company expenditure by an estimated 20% over the next financial year."
59,admin,Critical,Expense Ratio,52,G000547,Completed,2022-04-18,2023-02-17,IT,Employee Satisfaction,Melinda Carleton,Initiate regular employee feedback surveys and team-building activities to boost employee satisfaction by 20% compared to the previous quarter survey responses.
57,admin,Low,Expense Ratio,72,G000548,Completed,2022-10-28,2023-06-24,Finance,Employee Satisfaction,Savannah Kesich,Conduct annual company-wide job satisfaction survey and improve employee satisfaction score by 20% year over year by implementing workplace improvements suggested by the employees themselves.
62,admin,Medium,Employee Turnover Rate,34,G000549,Planned,2022-12-09,2022-05-22,Marketing,Cost Reduction,Elmo Gabouer,"Review and optimize energy usage in all infrastructure systems to decrease overheads by 20% in the next fiscal year, potentially saving around $50,000 of the annual budget."
